"","site","station","sample_period","light_attenuation_av","depth","secchi","temp","salinity","do","pull_id","slabund_id","species_common","species_scientific","notes.x","av_sl","median_sl","sd_sl","max_sl","min_sl","av_tl","median_tl","sd_tl","max_tl","min_tl","av_cw","median_cw","sd_cw","max_cw","min_cw","date","substrate","start_lat","start_long","end_lat","end_long","macro_weight","species_abundance","species_weight","notes.y","station_seagrass_richness","station_leaf_mlength","station_sd_mcanopy","station_se_mcanopy","station_leaf_width","station_leaf_sd_width","station_lps","station_lps_sd","station_la","station_la_sd","station_lai","station_lai_sd","station_lai_se","station_shoots","station_sd_shoots","station_shoots_m","station_sd_shoots_m","station_se_shoots_m","station_above_wt_m","station_sd_above_wt_m","station_ep_wt_gg","station_sd_ep_wt_gg","station_below_wt_m","station_sd_below_wt_m","tt_stationsp_leaf_mlength","tt_stationsp_sd_mcanopy","tt_stationsp_se_mcanopy","tt_stationsp_leaf_width","tt_stationsp_leaf_sd_width","tt_stationsp_lps","tt_stationsp_lps_sd","tt_stationsp_la","tt_stationsp_la_sd","tt_stationsp_lai","tt_stationsp_lai_sd","tt_stationsp_lai_se","tt_stationsp_shoots","tt_stationsp_sd_shoots","tt_stationsp_shoots_m","tt_stationsp_sd_shoots_m","tt_stationsp_se_shoots_m","tt_station_above_wt_m","tt_station_sd_above_wt_m","tt_station_ep_wt_gg","tt_station_sd_ep_wt_gg","tt_station_below_wt_m","tt_station_sd_below_wt_m","spp_x","hd_stationsp_leaf_mlength","hd_stationsp_sd_mcanopy","hd_stationsp_se_mcanopy","hd_stationsp_leaf_width","hd_stationsp_leaf_sd_width","hd_stationsp_lps","hd_stationsp_lps_sd","hd_stationsp_la","hd_stationsp_la_sd","hd_stationsp_lai","hd_stationsp_lai_sd","hd_stationsp_lai_se","hd_stationsp_shoots","hd_stationsp_sd_shoots","hd_stationsp_shoots_m","hd_stationsp_sd_shoots_m","hd_stationsp_se_shoots_m","hd_station_above_wt_m","hd_station_sd_above_wt_m","hd_station_ep_wt_gg","hd_station_sd_ep_wt_gg","hd_station_below_wt_m","hd_station_sd_below_wt_m","he_stationsp_leaf_mlength","he_stationsp_sd_mcanopy","he_stationsp_se_mcanopy","he_stationsp_leaf_width","he_stationsp_leaf_sd_width","he_stationsp_lps","he_stationsp_lps_sd","he_stationsp_la","he_stationsp_la_sd","he_stationsp_lai","he_stationsp_lai_sd","he_stationsp_lai_se","he_stationsp_shoots","he_stationsp_sd_shoots","he_stationsp_shoots_m","he_stationsp_sd_shoots_m","he_stationsp_se_shoots_m","he_station_above_wt_m","he_station_sd_above_wt_m","he_station_ep_wt_gg","he_station_sd_ep_wt_gg","he_station_below_wt_m","he_station_sd_below_wt_m","spp_y","hw_stationsp_leaf_mlength","hw_stationsp_sd_mcanopy","hw_stationsp_se_mcanopy","hw_stationsp_leaf_width","hw_stationsp_leaf_sd_width","hw_stationsp_lps","hw_stationsp_lps_sd","hw_stationsp_la","hw_stationsp_la_sd","hw_stationsp_lai","hw_stationsp_lai_sd","hw_stationsp_lai_se","hw_stationsp_shoots","hw_stationsp_sd_shoots","hw_stationsp_shoots_m","hw_stationsp_sd_shoots_m","hw_stationsp_se_shoots_m","hw_station_above_wt_m","hw_station_sd_above_wt_m","hw_station_ep_wt_gg","hw_station_sd_ep_wt_gg","hw_station_below_wt_m","hw_station_sd_below_wt_m","rm_stationsp_leaf_mlength","rm_stationsp_sd_mcanopy","rm_stationsp_se_mcanopy","rm_stationsp_leaf_width","rm_stationsp_leaf_sd_width","rm_stationsp_lps","rm_stationsp_lps_sd","rm_stationsp_la","rm_stationsp_la_sd","rm_stationsp_lai","rm_stationsp_lai_sd","rm_stationsp_lai_se","rm_stationsp_shoots","rm_stationsp_sd_shoots","rm_stationsp_shoots_m","rm_stationsp_sd_shoots_m","rm_stationsp_se_shoots_m","rm_station_above_wt_m","rm_station_sd_above_wt_m","rm_station_ep_wt_gg","rm_station_sd_ep_wt_gg","rm_station_below_wt_m","rm_station_sd_below_wt_m","sf_stationsp_leaf_mlength","sf_stationsp_sd_mcanopy","sf_stationsp_se_mcanopy","sf_stationsp_leaf_width","sf_stationsp_leaf_sd_width","sf_stationsp_lps","sf_stationsp_lps_sd","sf_stationsp_la","sf_stationsp_la_sd","sf_stationsp_lai","sf_stationsp_lai_sd","sf_stationsp_lai_se","sf_stationsp_shoots","sf_stationsp_sd_shoots","sf_stationsp_shoots_m","sf_stationsp_sd_shoots_m","sf_stationsp_se_shoots_m","sf_station_above_wt_m","sf_station_sd_above_wt_m","sf_station_ep_wt_gg","sf_station_sd_ep_wt_gg","sf_station_below_wt_m","sf_station_sd_below_wt_m"
"876","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700971","silver perch","Bairdiella chrysoura","",28,30,9.81495457622364,42,16,36,42,13.1782649338472,54,20,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,7,4.9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700972","dusky pipefish","Syngnathus floridae","",93,93,NA,93,93,97,97,NA,97,97,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700973","gulf toadfish","Opsanus beta","",23,23,7.07106781186548,28,18,27,27,7.07106781186548,32,22,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,2,0.6027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700974","pigfish","Orthopristis chrysoptera","",58,58,4.24264068711928,61,55,74.5,74.5,4.94974746830583,78,71,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,2,10.0927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700975","pipefish","Syngnathus sp","",62,62,NA,62,62,64,64,NA,64,64,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,0.1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700976","iridescent swimming crab","Portunus gibbesii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,35,35,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,2.7671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700977","snapping shrimp","Alpheidae","",NA,NA,NA,NA,NA,16,16,NA,16,16,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,0.1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700978","arrow shrimp","Tozeuma carolinense","",NA,NA,NA,NA,NA,24.8,24,1.30384048104053,27,24,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,5,0.3478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700979","florida grass shrimp","Palaemon floridanus","",NA,NA,NA,NA,NA,22,23,2,24,19,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,5,1.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700980","longnose spider crab","Libinia dubia","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,17.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700981","seagrass shrimp","Hippolytidae","",NA,NA,NA,NA,NA,8.568,8.4,1.75476494152351,13.08,5.76,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,60,0.4531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700982","filefish","Stephanolepis sp","",33,33,NA,33,33,41,41,NA,41,41,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,1.5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700983","periclimenes shrimp","Periclimenes sp","",NA,NA,NA,NA,NA,12.969230702,14,2.52346003634584,17,7.3846152,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,28,0.6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700984","sea bass","Centropristis sp","",37.5,37.5,2.12132034355964,39,36,45.5,45.5,2.12132034355964,47,44,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,2,2.6594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700985","portunid crab","Portunus sp","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.55,19.55,3.18198051533946,21.8,17.3,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,2,1.0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","CK","2176","early",0.745263954196738,175,"135",29.3,28.06,8.06,"600159","700986","grass porgy","Calamus arctifrons","",24,24,NA,24,24,30,30,NA,30,30,NA,NA,NA,NA,NA,"6/13/2018","bare",29.10818,-82.92474,29.1082,-82.92462,2300,1,0.4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","CK","2303","early",2.89014874440679,98,"98",29.9,29.28,7.32,"600158","701048","pink shrimp","Penaeus duorarum","",NA,NA,NA,NA,NA,9.44307738,9.44307738,NA,9.44307738,9.44307738,NA,NA,NA,NA,NA,"6/12/2018","thalassia",29.09568,-83.06017,29.09561,-83.0603,0,1,0.0034,NA,2,425.285714285714,160.923833408014,30.4117459443423,2.9702380952381,3.50533121670057,1.78571428571429,1.13389341902768,0.0136851785714286,0.0110600854094002,0.774422690239885,0.625872804824973,0.118278842423239,9.33333333333333,3.78593889720018,528.158625857893,214.240316306485,123.69170429082,178.653427758046,168.48753037215,1.55845349979501,2.16283712871461,86.9537726242755,35.8897638656609,432.75,170.892614569167,60.4196633082783,7.77083333333333,0.988538303359044,3.375,0.744023809142845,0.0160485,0.00606360606994127,0.908159325758614,0.343129912461831,0.121314743964854,4,1.4142135623731,226.35369679624,80.0281169756324,56.58842419906,254.800697641107,137.208206554722,0.00457662059402595,0.00190295530725981,85.5051089647796,23.6323029429043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.15,147.911878103858,33.0741014119889,1.05,0.208514414057075,1.15,0.366347548532523,0.00189515,0.000268990172976439,0.107243552120848,0.0152217300137693,0.00340368230459369,10,1.4142135623731,565.8842419906,80.0281169756324,56.58842419906,13.1794439959611,2.9610403280984,NA,NA,44.9255499716337,1.45651172895652
