"","site","sample_period","sampling","avtemp","sdtemp","avsal","sdsal","avdo","sddo","avdepth","sddepth","avcan","sdcan","avtt","sdtt","avhw","sdhw","avsf","sdsf","species_common","mean_length","sd_length","mean_abundance","sd_abundance"
"23","CH","late","sled",32.1631578947368,1.39610988357562,18.0415789473684,2.65294022037163,7.95684210526316,2.72424312145508,90.5263157894737,25.1603047611215,293.418843307849,62.6569556381958,1.90156957824737,1.02337502926561,0.177613098981738,0.129738676750084,0.520696049048302,NA,"spotted seatrout",23,1.4142135623731,1,NA
"24","CK","early","sled",29.75,0.707314723194039,28.1188888888889,2.93047052814729,7.38277777777778,1.51126672833852,126.5,18.0138835346518,369.619962140088,72.2309715378267,2.09749056365396,1.04477957419091,0.441444078022976,0.0636254913531558,0.1413783042946,0.0486974098837425,"pink shrimp",22.6311412275681,7.77678567635527,7.30769230769231,11.4628720614616
"25","CK","early","sled",29.75,0.707314723194039,28.1188888888889,2.93047052814729,7.38277777777778,1.51126672833852,126.5,18.0138835346518,369.619962140088,72.2309715378267,2.09749056365396,1.04477957419091,0.441444078022976,0.0636254913531558,0.1413783042946,0.0486974098837425,"spotted seatrout",16.1543590846667,2.73529259077152,3,2.34520787991171
"26","CK","late","sled",30.2595238095238,2.77735261941836,24.85,3.54725933369521,6.84619047619048,1.77124587870626,120.692307692308,35.5291976638887,435.992529714811,87.8509501132063,2.32873582350101,1.94479520180792,0.150180962122288,0.12997351019618,0.210853567842443,0.0976385137360477,"blue crab",62,NA,1,NA
"27","CK","late","sled",30.2595238095238,2.77735261941836,24.85,3.54725933369521,6.84619047619048,1.77124587870626,120.692307692308,35.5291976638887,435.992529714811,87.8509501132063,2.32873582350101,1.94479520180792,0.150180962122288,0.12997351019618,0.210853567842443,0.0976385137360477,"brown shrimp",14.9336751138889,4.986938447062,4.91666666666667,3.77692355166894
"28","CK","late","sled",30.2595238095238,2.77735261941836,24.85,3.54725933369521,6.84619047619048,1.77124587870626,120.692307692308,35.5291976638887,435.992529714811,87.8509501132063,2.32873582350101,1.94479520180792,0.150180962122288,0.12997351019618,0.210853567842443,0.0976385137360477,"gray snapper",28,NA,1,NA
"29","CK","late","sled",30.2595238095238,2.77735261941836,24.85,3.54725933369521,6.84619047619048,1.77124587870626,120.692307692308,35.5291976638887,435.992529714811,87.8509501132063,2.32873582350101,1.94479520180792,0.150180962122288,0.12997351019618,0.210853567842443,0.0976385137360477,"pink shrimp",21.1601054575125,10.1524401950977,25.92,17.2673101553195
"30","CK","late","sled",30.2595238095238,2.77735261941836,24.85,3.54725933369521,6.84619047619048,1.77124587870626,120.692307692308,35.5291976638887,435.992529714811,87.8509501132063,2.32873582350101,1.94479520180792,0.150180962122288,0.12997351019618,0.210853567842443,0.0976385137360477,"spotted seatrout",24.923076725,4.78656886067548,1.5,0.707106781186548
"31","CK","late","sled",30.2595238095238,2.77735261941836,24.85,3.54725933369521,6.84619047619048,1.77124587870626,120.692307692308,35.5291976638887,435.992529714811,87.8509501132063,2.32873582350101,1.94479520180792,0.150180962122288,0.12997351019618,0.210853567842443,0.0976385137360477,"white shrimp",16,NA,1,NA
"32","LA","early","sled",29.8078947368421,2.93334801604153,15.8526315789474,2.39816786398298,9.36842105263158,2.74758914108232,108.394736842105,26.842422529015,283.591319502244,77.9486877600471,1.79216144039388,0.988779815352422,0.885891780836284,NA,0.344482560188869,0.328948679176489,"blue crab",15.9624480047582,12.0900990654991,8.78571428571429,5.46567711940857
"33","LA","early","sled",29.8078947368421,2.93334801604153,15.8526315789474,2.39816786398298,9.36842105263158,2.74758914108232,108.394736842105,26.842422529015,283.591319502244,77.9486877600471,1.79216144039388,0.988779815352422,0.885891780836284,NA,0.344482560188869,0.328948679176489,"brown shrimp",29.7456738241588,11.3503873160456,11,8.49598835814987
"34","LA","early","sled",29.8078947368421,2.93334801604153,15.8526315789474,2.39816786398298,9.36842105263158,2.74758914108232,108.394736842105,26.842422529015,283.591319502244,77.9486877600471,1.79216144039388,0.988779815352422,0.885891780836284,NA,0.344482560188869,0.328948679176489,"white shrimp",20.63000012,3.50713558335004,2,2
"35","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"blue crab",15.7599539872619,6.31441616435675,7.66666666666667,12.0633249779573
"36","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"brown shrimp",27.6635470977778,11.6768639711943,3.5,4.27784992724149
"37","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"gray snapper",54.875,9.19238815542512,1.25,0.5
"38","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"pink shrimp",31.5048312084339,13.6469976339974,29.7619047619048,34.1495311269493
"39","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"red drum",18.4,NA,1,NA
"40","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"spotted seatrout",67.75,1.4142135623731,1.25,0.5
"41","LA","late","sled",30.8255319148936,1.17611521269156,27.7808510638298,1.1899284410111,8.9,1.87129343782176,103.617021276596,20.5019120969234,359.965813444447,56.3088049059238,2.7494774454771,0.914370060549337,NA,NA,NA,NA,"white shrimp",20.5,2.82842712474619,1.5,0.707106781186548
"42","LM","early","sled",27.952380952381,0.956357175755506,36.7761904761905,0.380663581006591,8.33095238095238,1.94842476057431,134.047619047619,32.3117257206671,272.157907554841,72.6743112465337,2.13333250237935,0.799387414165587,NA,NA,0.141263647340272,0.0940301467258465,"blue crab",4.62,NA,1,NA
"43","LM","early","sled",27.952380952381,0.956357175755506,36.7761904761905,0.380663581006591,8.33095238095238,1.94842476057431,134.047619047619,32.3117257206671,272.157907554841,72.6743112465337,2.13333250237935,0.799387414165587,NA,NA,0.141263647340272,0.0940301467258465,"brown shrimp",NA,9.63241510930225,4.36842105263158,4.7282898754411
"44","LM","early","sled",27.952380952381,0.956357175755506,36.7761904761905,0.380663581006591,8.33095238095238,1.94842476057431,134.047619047619,32.3117257206671,272.157907554841,72.6743112465337,2.13333250237935,0.799387414165587,NA,NA,0.141263647340272,0.0940301467258465,"white shrimp",14,NA,1,NA
"45","LM","late","sled",29.615,1.69838158256618,36.915,0.524429514605607,6.291,1.90842701830867,120.75,27.9696734263907,296.919130209137,89.6306364375682,2.97235631259877,1.3853510362513,NA,NA,0.189694011014159,0.0985970357407713,"blue crab",17.5,4.94974746830583,2,NA
"46","LM","late","sled",29.615,1.69838158256618,36.915,0.524429514605607,6.291,1.90842701830867,120.75,27.9696734263907,296.919130209137,89.6306364375682,2.97235631259877,1.3853510362513,NA,NA,0.189694011014159,0.0985970357407713,"brown shrimp",22.3670309205492,6.7085630372121,3.25,3.19374388453426
"47","LM","late","sled",29.615,1.69838158256618,36.915,0.524429514605607,6.291,1.90842701830867,120.75,27.9696734263907,296.919130209137,89.6306364375682,2.97235631259877,1.3853510362513,NA,NA,0.189694011014159,0.0985970357407713,"gray snapper",38.75,0.707106781186548,1.5,0.707106781186548
"48","LM","late","sled",29.615,1.69838158256618,36.915,0.524429514605607,6.291,1.90842701830867,120.75,27.9696734263907,296.919130209137,89.6306364375682,2.97235631259877,1.3853510362513,NA,NA,0.189694011014159,0.0985970357407713,"pink shrimp",56,NA,1,NA
"49","AP","early","trawl",29.60625,1.25084971119635,26.799375,2.9998943731405,7.166875,0.90022751753839,103.75,30.9569593683445,365.208333333333,NA,86.3854166666667,23.427229231056,0.0208333333333333,0.0833333333333332,26.3229166666667,36.438734414641,"blue crab",71.7666666666667,14.5828990675947,3.25,1.66904592079256
"50","AP","early","trawl",29.60625,1.25084971119635,26.799375,2.9998943731405,7.166875,0.90022751753839,103.75,30.9569593683445,365.208333333333,NA,86.3854166666667,23.427229231056,0.0208333333333333,0.0833333333333332,26.3229166666667,36.438734414641,"pink shrimp",61.1354166666667,15.5906822351163,3.75,3.77018377725619
"51","AP","late","trawl",30.0586206896552,0.658199514573827,29.7027586206897,1.62734423558255,6.72172413793103,0.804487720609107,133.827586206897,27.7348014563411,492.460869565217,124.699723670149,66.1925287356322,35.9987054954116,3.85057471264368,6.6184408721801,38.4367816091954,39.9694802663744,"blue crab",98.875,21.9203102167829,1.25,0.462910049886276
"52","AP","late","trawl",30.0586206896552,0.658199514573827,29.7027586206897,1.62734423558255,6.72172413793103,0.804487720609107,133.827586206897,27.7348014563411,492.460869565217,124.699723670149,66.1925287356322,35.9987054954116,3.85057471264368,6.6184408721801,38.4367816091954,39.9694802663744,"gray snapper",48.5,9.19238815542512,2,NA
"53","AP","late","trawl",30.0586206896552,0.658199514573827,29.7027586206897,1.62734423558255,6.72172413793103,0.804487720609107,133.827586206897,27.7348014563411,492.460869565217,124.699723670149,66.1925287356322,35.9987054954116,3.85057471264368,6.6184408721801,38.4367816091954,39.9694802663744,"lane snapper",63.6061111111111,15.0439322988539,3.1,2.46981780704569
"54","AP","late","trawl",30.0586206896552,0.658199514573827,29.7027586206897,1.62734423558255,6.72172413793103,0.804487720609107,133.827586206897,27.7348014563411,492.460869565217,124.699723670149,66.1925287356322,35.9987054954116,3.85057471264368,6.6184408721801,38.4367816091954,39.9694802663744,"pink shrimp",49.79,9.07751227999716,11.1666666666667,17.2327208143887
"55","AP","late","trawl",30.0586206896552,0.658199514573827,29.7027586206897,1.62734423558255,6.72172413793103,0.804487720609107,133.827586206897,27.7348014563411,492.460869565217,124.699723670149,66.1925287356322,35.9987054954116,3.85057471264368,6.6184408721801,38.4367816091954,39.9694802663744,"spotted seatrout",55.25,1.4142135623731,1.25,0.5
"56","CB","early","trawl",27.0863636363636,0.634931908269326,33.8772727272727,0.680987950513508,6.11636363636364,1.52033062022877,84.8636363636364,24.5479035173997,388.916167166167,102.914569474738,62.2007575757576,29.9072934767166,13.6893939393939,22.817080616704,14.5681818181818,17.2487373275246,"blue crab",58.2916666666667,3.32172085423653,3.5,4.46094160463909
"57","CB","early","trawl",27.0863636363636,0.634931908269326,33.8772727272727,0.680987950513508,6.11636363636364,1.52033062022877,84.8636363636364,24.5479035173997,388.916167166167,102.914569474738,62.2007575757576,29.9072934767166,13.6893939393939,22.817080616704,14.5681818181818,17.2487373275246,"brown shrimp",51.4678365384615,9.39955267292347,23.625,26.9638647081608
"58","CB","late","trawl",30.2071428571429,0.977876979094705,34.9285714285714,0.604217978116644,11.9675,1.91450723763661,88.9642857142857,33.1511489581987,378.805318138651,89.1306445008889,62.1875,36.6366924691941,22.8452380952381,31.7707250193314,12.3571428571429,17.5438289647462,"blue crab",31.6666666666667,18.8081640324857,2.16666666666667,1.60208197875972
"59","CB","late","trawl",30.2071428571429,0.977876979094705,34.9285714285714,0.604217978116644,11.9675,1.91450723763661,88.9642857142857,33.1511489581987,378.805318138651,89.1306445008889,62.1875,36.6366924691941,22.8452380952381,31.7707250193314,12.3571428571429,17.5438289647462,"brown shrimp",59.6460986128034,11.8517831014431,8.63157894736842,6.64338038380888
"60","CB","late","trawl",30.2071428571429,0.977876979094705,34.9285714285714,0.604217978116644,11.9675,1.91450723763661,88.9642857142857,33.1511489581987,378.805318138651,89.1306445008889,62.1875,36.6366924691941,22.8452380952381,31.7707250193314,12.3571428571429,17.5438289647462,"gray snapper",59,NA,1,NA
"61","CB","late","trawl",30.2071428571429,0.977876979094705,34.9285714285714,0.604217978116644,11.9675,1.91450723763661,88.9642857142857,33.1511489581987,378.805318138651,89.1306445008889,62.1875,36.6366924691941,22.8452380952381,31.7707250193314,12.3571428571429,17.5438289647462,"spotted seatrout",99.5,NA,1,0
"62","CH","early","trawl",29.9473684210526,1.09193936596652,25.2736842105263,5.67368311742549,6.50684210526316,1.48145218781955,84.578947368421,15.428385778146,434.057992202729,81.4115684633427,80.4166666666667,18.9857402629798,18.6973684210526,24.6596306676594,16.6052631578947,21.4384498332799,"blue crab",68.28,24.9559612117025,1.8,1.78885438199983
"63","CH","early","trawl",29.9473684210526,1.09193936596652,25.2736842105263,5.67368311742549,6.50684210526316,1.48145218781955,84.578947368421,15.428385778146,434.057992202729,81.4115684633427,80.4166666666667,18.9857402629798,18.6973684210526,24.6596306676594,16.6052631578947,21.4384498332799,"gray snapper",178.733333333333,21.4964826087936,1.6,0.894427190999916
"64","CH","early","trawl",29.9473684210526,1.09193936596652,25.2736842105263,5.67368311742549,6.50684210526316,1.48145218781955,84.578947368421,15.428385778146,434.057992202729,81.4115684633427,80.4166666666667,18.9857402629798,18.6973684210526,24.6596306676594,16.6052631578947,21.4384498332799,"pink shrimp",82.9,5.8925565098879,1.6,0.547722557505166
"65","CH","early","trawl",29.9473684210526,1.09193936596652,25.2736842105263,5.67368311742549,6.50684210526316,1.48145218781955,84.578947368421,15.428385778146,434.057992202729,81.4115684633427,80.4166666666667,18.9857402629798,18.6973684210526,24.6596306676594,16.6052631578947,21.4384498332799,"spotted seatrout",57.125,3.53553390593274,1.25,0.5
"66","CH","late","trawl",31.9352941176471,1.48065168482149,18.5652941176471,4.94350456779042,8.05588235294118,3.44250151864634,86.7647058823529,30.9836009755445,343.27253968254,77.707447224254,81.7352941176471,17.8803795780797,11.3807189542484,21.5499694180111,7.1045751633987,20.3930533048311,"blue crab",56.8454545454545,13.2494602042725,2.63636363636364,1.36181696807811
"67","CH","late","trawl",31.9352941176471,1.48065168482149,18.5652941176471,4.94350456779042,8.05588235294118,3.44250151864634,86.7647058823529,30.9836009755445,343.27253968254,77.707447224254,81.7352941176471,17.8803795780797,11.3807189542484,21.5499694180111,7.1045751633987,20.3930533048311,"gray snapper",77.8005839646464,43.606881935837,6.6875,5.59426789967493
"68","CH","late","trawl",31.9352941176471,1.48065168482149,18.5652941176471,4.94350456779042,8.05588235294118,3.44250151864634,86.7647058823529,30.9836009755445,343.27253968254,77.707447224254,81.7352941176471,17.8803795780797,11.3807189542484,21.5499694180111,7.1045751633987,20.3930533048311,"pink shrimp",60.5666666666667,9.47581139510223,18,39.3094234151402
"69","CH","late","trawl",31.9352941176471,1.48065168482149,18.5652941176471,4.94350456779042,8.05588235294118,3.44250151864634,86.7647058823529,30.9836009755445,343.27253968254,77.707447224254,81.7352941176471,17.8803795780797,11.3807189542484,21.5499694180111,7.1045751633987,20.3930533048311,"spotted seatrout",65.6092857142857,12.6440427047994,4.2,2.69979423084221
"70","CK","early","trawl",29.7692307692308,1.0638681236955,28.1619230769231,3.28247591824314,7.89076923076923,1.6684793629576,125.076923076923,24.4391866917425,535.856481481482,70.6711772445773,79.9583333333333,29.1206517974978,0.48076923076923,1.36245442172648,45.7692307692308,40.6945485544598,"blue crab",84.7045454545455,17.4480666365236,2.3,3.09300285590988
"71","CK","early","trawl",29.7692307692308,1.0638681236955,28.1619230769231,3.28247591824314,7.89076923076923,1.6684793629576,125.076923076923,24.4391866917425,535.856481481482,70.6711772445773,79.9583333333333,29.1206517974978,0.48076923076923,1.36245442172648,45.7692307692308,40.6945485544598,"pink shrimp",70.57,21.2918351891368,1.7,1.33749350984926
"72","CK","early","trawl",29.7692307692308,1.0638681236955,28.1619230769231,3.28247591824314,7.89076923076923,1.6684793629576,125.076923076923,24.4391866917425,535.856481481482,70.6711772445773,79.9583333333333,29.1206517974978,0.48076923076923,1.36245442172648,45.7692307692308,40.6945485544598,"spotted seatrout",55.1666666666667,3.61989626600141,2,1.09544511501033
"73","CK","late","trawl",28.5234042553192,1.68060713226648,23.1574468085106,3.59248882367031,6.0736170212766,1.6755134521691,125.454545454545,34.4845462830341,439.243457480912,69.7212539787214,87.3971631205674,28.4266377846293,1.54255319148936,4.56742536873026,20.0283687943263,31.0173332628752,"blue crab",80.1666666666667,39.1898135737111,1.5,0.836660026534076
"74","CK","late","trawl",28.5234042553192,1.68060713226648,23.1574468085106,3.59248882367031,6.0736170212766,1.6755134521691,125.454545454545,34.4845462830341,439.243457480912,69.7212539787214,87.3971631205674,28.4266377846293,1.54255319148936,4.56742536873026,20.0283687943263,31.0173332628752,"gray snapper",63.5,NA,1,0
"75","CK","late","trawl",28.5234042553192,1.68060713226648,23.1574468085106,3.59248882367031,6.0736170212766,1.6755134521691,125.454545454545,34.4845462830341,439.243457480912,69.7212539787214,87.3971631205674,28.4266377846293,1.54255319148936,4.56742536873026,20.0283687943263,31.0173332628752,"lane snapper",NA,6.58284270447491,2.09090909090909,1.51357493732854
"76","CK","late","trawl",28.5234042553192,1.68060713226648,23.1574468085106,3.59248882367031,6.0736170212766,1.6755134521691,125.454545454545,34.4845462830341,439.243457480912,69.7212539787214,87.3971631205674,28.4266377846293,1.54255319148936,4.56742536873026,20.0283687943263,31.0173332628752,"pink shrimp",54.8577325495416,15.1784808792276,6.28571428571429,7.16217168858045
"77","CK","late","trawl",28.5234042553192,1.68060713226648,23.1574468085106,3.59248882367031,6.0736170212766,1.6755134521691,125.454545454545,34.4845462830341,439.243457480912,69.7212539787214,87.3971631205674,28.4266377846293,1.54255319148936,4.56742536873026,20.0283687943263,31.0173332628752,"spotted seatrout",67.4464285714286,17.375250348963,1.85714285714286,1.23145585242976
"78","LA","early","trawl",29.7228571428571,3.03858381431855,16.2857142857143,2.46935843741588,9.62571428571429,3.11205841253425,102.457142857143,26.7596523070954,334.071846282373,57.2157850032614,82.8452380952381,23.2847896899606,12.5285714285714,19.8449148799376,0.714285714285714,2.36690534165575,"blue crab",24.3501984126984,10.4180570865746,3.33333333333333,2.74137766736937
"79","LA","early","trawl",29.7228571428571,3.03858381431855,16.2857142857143,2.46935843741588,9.62571428571429,3.11205841253425,102.457142857143,26.7596523070954,334.071846282373,57.2157850032614,82.8452380952381,23.2847896899606,12.5285714285714,19.8449148799376,0.714285714285714,2.36690534165575,"brown shrimp",43.5280603020168,8.76619589045618,16.9,24.1680519869125
"80","LA","early","trawl",29.7228571428571,3.03858381431855,16.2857142857143,2.46935843741588,9.62571428571429,3.11205841253425,102.457142857143,26.7596523070954,334.071846282373,57.2157850032614,82.8452380952381,23.2847896899606,12.5285714285714,19.8449148799376,0.714285714285714,2.36690534165575,"red drum",154.5,NA,1,0
"81","LA","early","trawl",29.7228571428571,3.03858381431855,16.2857142857143,2.46935843741588,9.62571428571429,3.11205841253425,102.457142857143,26.7596523070954,334.071846282373,57.2157850032614,82.8452380952381,23.2847896899606,12.5285714285714,19.8449148799376,0.714285714285714,2.36690534165575,"white shrimp",48,NA,1,NA
"82","LA","late","trawl",30.8215189873418,1.14462745994964,27.5784810126582,1.23378414000263,8.90506329113924,1.71919023381516,105.886075949367,21.2548560615989,458.234099077981,61.486836240993,86.6613924050633,13.0275454786673,6.76476793248945,10.7356440242956,1.68776371308017,5.06013461419982,"blue crab",60.7862765889082,19.3045612649069,23.4736842105263,83.7717589784241
"83","LA","late","trawl",30.8215189873418,1.14462745994964,27.5784810126582,1.23378414000263,8.90506329113924,1.71919023381516,105.886075949367,21.2548560615989,458.234099077981,61.486836240993,86.6613924050633,13.0275454786673,6.76476793248945,10.7356440242956,1.68776371308017,5.06013461419982,"gray snapper",59.8844804639805,18.9413724731896,7.95,11.9976971474573
"84","LA","late","trawl",30.8215189873418,1.14462745994964,27.5784810126582,1.23378414000263,8.90506329113924,1.71919023381516,105.886075949367,21.2548560615989,458.234099077981,61.486836240993,86.6613924050633,13.0275454786673,6.76476793248945,10.7356440242956,1.68776371308017,5.06013461419982,"pink shrimp",63.2011435432759,14.2213668660975,NA,NA
